0.3269212	0.3149479	0.3507918	0.2683117	0.264786	0.2248445	0.2617622	0.221292	0.2136721	0.2838996	0.2430801	0.1871784	0.1703022	0.1621022	0.2253518	0.2989442	0.2400449	0.186157
0.1033425	0.1157618	0.1549177	0.1846245	0.2395388	0.2045149	0.2304226	0.1948332	0.2080777	0.2055331	0.2065511	0.1800248	0.219261	0.1978923	0.196363	0.1641533	0.1651785	0.1764447
0.1420663	0.0966044	0.1968728	0.1973826	0.2009498	0.1856462	0.2009498	0.202478	0.2187531	0.2172293	0.2065511	0.2202766	0.2162132	0.2536909	0.2233223	0.231943	0.1968728	0.1999309
0.1235107	0.1343419	0.1887102	0.1943232	0.1830917	0.1907519	0.198402	0.1953432	0.2268735	0.2365017	0.2430801	0.219261	0.1943232	0.1933031	0.1856462	0.1968728	0.1943232	0.2065511
0.0986785	0.1815584	0.1472102	0.1723504	0.2511663	0.2339695	0.2547004	0.2380205	0.2481353	0.24763	0.2582324	0.2622663	0.2607539	0.299445	0.3024489	0.2999457	0.2536909	0.2217996
0.1600504	0.1420663	0.1353724	0.367639	1.2916307	0.438434	0.2597454	0.2445972	0.2562144	0.2733447	0.2758596	0.2854058	0.3204388	0.345827	0.2969405	0.2969405	0.2959384	0.3004464
0.1528634	0.0883009	0.205024	0.6195625	0.7837539	0.219261	0.2642821	0.2859078	0.2859078	0.2979424	0.2788759	0.2683117	0.3314046	0.294435	0.3069517	0.3646696	0.2949362	0.3089518
0.0914161	0.1074852	0.2182452	0.2838996	0.231943	0.2324497	0.2349825	0.219261	0.2445972	0.2217996	0.249651	0.2984433	0.3249274	0.3064516	0.3333961	0.3547604	0.2859078	0.2506613
0.0945296	0.1394926	0.2223072	0.2121469	0.2344761	0.2055331	0.202478	0.2187531	0.1948332	0.2080777	0.2314363	0.2999457	0.2869117	0.2924297	0.2959384	0.3059514	0.2818906	0.2217996
0.042946	0.1312493	0.1973826	0.2131637	0.1667161	0.1651785	0.1810473	0.1815584	0.202478	0.209604	0.2410568	0.3691231	0.3134495	0.438434	0.2828952	0.2803835	0.2466192	0.1999309
0.1209289	0.1538906	0.1472102	0.1800248	0.1312493	0.1866677	0.205024	0.187689	0.1723504	0.1887102	0.2136721	0.3284161	0.4026574	0.3368795	0.3378744	0.2547004	0.2273807	0.1830917
0.162615	0.1667161	0.1851354	0.1492666	0.1851354	0.1579978	0.1922827	0.1446388	0.209604	0.1825807	0.2324497	0.2612581	0.3104514	0.3829557	0.2627703	0.2758596	0.1912622	0.2131637
0.0929731	0.1441244	0.1286709	0.1415517	0.1795135	0.1528634	0.1240269	0.1348572	0.1687656	0.1682533	0.2101127	0.2162132	0.2385266	0.2273807	0.1999309	0.2101127	0.175933	0.1497805
0.1260913	0.1456675	0.1379479	0.1456675	0.1219617	0.1830917	0.1466961	0.1723504	0.1461818	0.2014593	0.1825807	0.1769562	0.1958531	0.2019686	0.2359954	0.219261	0.1569713	0.1111076
0.0841447	0.0888202	0.1085204	0.1508083	0.1131766	0.1348572	0.1441244	0.1492666	0.1815584	0.1204124	0.0883009	0.1162787	0.0940108	0.1126595	0.1074852	0.0815457	0.0831052	0.0439926
0.1245431	0.1085204	0.0794656	0.0528806	0.0888202	0.0377107	0.0392817	0.045562	0.0659273	0.0727003	0.0898587	0.0445157	0.0492224	0.0565366	0.0747827	0.1214453	0.0596685	0.045562
0.0204014	0.0554922	0.0544477	0.0387581	0.0329949	0.0560144	0.0350913	0.0177744	0.0104127	0.0261767	0.0209266	0.0282754	0.0230272	0.0256519	0.0612338	0.0361392	0.09816	0.0387581
0.0345672	0.0622771	0.0246022	0.0789454	0.0387581	0.053403	0.0481768	0.0439926	0.0261767	0.0350913	0.0167233	0.0398054	0.0130429	0.0261767	0.0077814	0.0051489	0.0151463	0.0324707
0.0528806	0.0046223	0.0046223	0.0051489	0.0051489	0.0046223	0.0046223	0.0051489	0.0051489	0.0046223	0.0109389	0.0077814	0.0088341	0.0051489	0.0051489	0.0104127	0.0051489	0.0773848
